abdomen,knee,head,,,
18-45male1-3RLQweekvomdiarrheablood_stoolNoblood_vomNofeverNorisks,18-45male1-3medialweekvomNodiarNofeverNorisks,18-45malefrontal3-64_7vomdiarrheaNofeverNorisksNoDissy,,,
18-45male1-3RLQweekvomdiarrheaNobloodblood_vomfeverrisks,18-45male1-3medialweekNovomdiarrheafeverrisks,18-45malefrontal3-64_7vomNodiarfeverrisksdissy,,,
18-45male1-3RLQweekvomdiarrheaNobloodblood_vomfeverNorisks,18-45male1-3medialweekNovomdiarrheafeverNorisks,18-45malefrontal3-64_7vomNodiarfeverrisksNoDissy,,,
18-45male1-3RLQweekvomdiarrheaNobloodblood_vomNofeverrisks,18-45male1-3medialweekNovomdiarrheaNofeverrisks,18-45malefrontal3-64_7vomNodiarfeverNorisksdissy,,,
18-45male1-3RLQweekvomdiarrheaNobloodblood_vomNofeverNorisks,18-45male1-3medialweekNovomdiarrheaNofeverNorisks,18-45malefrontal3-64_7vomNodiarfeverNorisksNoDissy,,,
18-45male1-3RLQweekvomdiarrheaNobloodNoblood_vomfeverrisks,18-45male1-3medialweekNovomNodiarfeverrisks,18-45malefrontal3-64_7vomNodiarNofeverrisksdissy,,,
18-45male1-3RLQweekvomdiarrheaNobloodNoblood_vomfeverNorisks,18-45male1-3medialweekNovomNodiarfeverNorisks,18-45malefrontal3-64_7vomNodiarNofeverrisksNoDissy,,,
18-45male1-3RLQweekvomdiarrheaNobloodNoblood_vomNofeverrisks,18-45male1-3medialweekNovomNodiarNofeverrisks,18-45malefrontal3-64_7vomNodiarNofeverNorisksdissy,,,
18-45male1-3RLQweekvomdiarrheaNobloodNoblood_vomNofeverNorisks,18-45male1-3medialweekNovomNodiarNofeverNorisks,18-45malefrontal3-64_7vomNodiarNofeverNorisksNoDissy,,,
18-45male1-3RLQweekvomNodiarblood_stoolblood_vomfeverrisks,18-45male1-3lateral1_3vomdiarrheafeverrisks,18-45malefrontal3-64_7Novomdiarrheafeverrisksdissy,,,
18-45male1-3RLQweekvomNodiarblood_stoolblood_vomfeverNorisks,18-45male1-3lateral1_3vomdiarrheafeverNorisks,18-45malefrontal3-64_7NovomdiarrheafeverrisksNoDissy,,,
18-45male1-3RLQweekvomNodiarblood_stoolblood_vomNofeverrisks,18-45male1-3lateral1_3vomdiarrheaNofeverrisks,18-45malefrontal3-64_7NovomdiarrheafeverNorisksdissy,,,
18-45male1-3RLQweekvomNodiarblood_stoolblood_vomNofeverNorisks,18-45male1-3lateral1_3vomdiarrheaNofeverNorisks,18-45malefrontal3-64_7NovomdiarrheafeverNorisksNoDissy,,,
18-45male1-3RLQweekvomNodiarblood_stoolNoblood_vomfeverrisks,18-45male1-3lateral1_3vomNodiarfeverrisks,18-45malefrontal3-64_7NovomdiarrheaNofeverrisksdissy,,,
18-45male1-3RLQweekvomNodiarblood_stoolNoblood_vomfeverNorisks,18-45male1-3lateral1_3vomNodiarfeverNorisks,18-45malefrontal3-64_7NovomdiarrheaNofeverrisksNoDissy,,,
18-45male1-3RLQweekvomNodiarblood_stoolNoblood_vomNofeverrisks,18-45male1-3lateral1_3vomNodiarNofeverrisks,18-45malefrontal3-64_7NovomdiarrheaNofeverNorisksdissy,,,
18-45male1-3RLQweekvomNodiarblood_stoolNoblood_vomNofeverNorisks,18-45male1-3lateral1_3vomNodiarNofeverNorisks,18-45malefrontal3-64_7NovomdiarrheaNofeverNorisksNoDissy,,,
18-45male1-3RLQweekvomNodiarNobloodblood_vomfeverrisks,18-45male1-3lateral1_3Novomdiarrheafeverrisks,18-45malefrontal3-64_7NovomNodiarfeverrisksdissy,,,
18-45male1-3RLQweekvomNodiarNobloodblood_vomfeverNorisks,18-45male1-3lateral1_3NovomdiarrheafeverNorisks,18-45malefrontal3-64_7NovomNodiarfeverrisksNoDissy,,,
18-45male1-3RLQweekvomNodiarNobloodblood_vomNofeverrisks,18-45male1-3lateral1_3NovomdiarrheaNofeverrisks,18-45malefrontal3-64_7NovomNodiarfeverNorisksdissy,,,
18-45male1-3RLQweekvomNodiarNobloodblood_vomNofeverNorisks,18-45male1-3lateral1_3NovomdiarrheaNofeverNorisks,18-45malefrontal3-64_7NovomNodiarfeverNorisksNoDissy,,,
18-45male1-3RLQweekvomNodiarNobloodNoblood_vomfeverrisks,18-45male1-3lateral1_3NovomNodiarfeverrisks,18-45malefrontal3-64_7NovomNodiarNofeverrisksdissy,,,
18-45male1-3RLQweekvomNodiarNobloodNoblood_vomfeverNorisks,18-45male1-3lateral1_3NovomNodiarfeverNorisks,18-45malefrontal3-64_7NovomNodiarNofeverrisksNoDissy,,,
18-45male1-3RLQweekvomNodiarNobloodNoblood_vomNofeverrisks,18-45male1-3lateral1_3NovomNodiarNofeverrisks,18-45malefrontal3-64_7NovomNodiarNofeverNorisksdissy,,,
18-45male1-3RLQweekvomNodiarNobloodNoblood_vomNofeverNorisks,18-45male1-3lateral1_3NovomNodiarNofeverNorisks,18-45malefrontal3-64_7NovomNodiarNofeverNorisksNoDissy,,,
18-45male1-3RLQweekNovomdiarrheablood_stoolblood_vomfeverrisks,18-45male1-3lateral4_7vomdiarrheafeverrisks,18-45malefrontal3-6weekvomdiarrheafeverrisksdissy,,,
18-45male1-3RLQweekNovomdiarrheablood_stoolblood_vomfeverNorisks,18-45male1-3lateral4_7vomdiarrheafeverNorisks,18-45malefrontal3-6weekvomdiarrheafeverrisksNoDissy,,,
18-45male1-3RLQweekNovomdiarrheablood_stoolblood_vomNofeverrisks,18-45male1-3lateral4_7vomdiarrheaNofeverrisks,18-45malefrontal3-6weekvomdiarrheafeverNorisksdissy,,,
18-45male1-3RLQweekNovomdiarrheablood_stoolblood_vomNofeverNorisks,18-45male1-3lateral4_7vomdiarrheaNofeverNorisks,18-45malefrontal3-6weekvomdiarrheafeverNorisksNoDissy,,,
18-45male1-3RLQweekNovomdiarrheablood_stoolNoblood_vomfeverrisks,18-45male1-3lateral4_7vomNodiarfeverrisks,18-45malefrontal3-6weekvomdiarrheaNofeverrisksdissy,,,
18-45male1-3RLQweekNovomdiarrheablood_stoolNoblood_vomfeverNorisks,18-45male1-3lateral4_7vomNodiarfeverNorisks,18-45malefrontal3-6weekvomdiarrheaNofeverrisksNoDissy,,,
18-45male1-3RLQweekNovomdiarrheablood_stoolNoblood_vomNofeverrisks,18-45male1-3lateral4_7vomNodiarNofeverrisks,18-45malefrontal3-6weekvomdiarrheaNofeverNorisksdissy,,,
18-45male1-3RLQweekNovomdiarrheablood_stoolNoblood_vomNofeverNorisks,18-45male1-3lateral4_7vomNodiarNofeverNorisks,18-45malefrontal3-6weekvomdiarrheaNofeverNorisksNoDissy,,,
18-45male1-3RLQweekNovomdiarrheaNobloodblood_vomfeverrisks,18-45male1-3lateral4_7Novomdiarrheafeverrisks,18-45malefrontal3-6weekvomNodiarfeverrisksdissy,,,
18-45male1-3RLQweekNovomdiarrheaNobloodblood_vomfeverNorisks,18-45male1-3lateral4_7NovomdiarrheafeverNorisks,18-45malefrontal3-6weekvomNodiarfeverrisksNoDissy,,,
18-45male1-3RLQweekNovomdiarrheaNobloodblood_vomNofeverrisks,18-45male1-3lateral4_7NovomdiarrheaNofeverrisks,18-45malefrontal3-6weekvomNodiarfeverNorisksdissy,,,
18-45male1-3RLQweekNovomdiarrheaNobloodblood_vomNofeverNorisks,18-45male1-3lateral4_7NovomdiarrheaNofeverNorisks,18-45malefrontal3-6weekvomNodiarfeverNorisksNoDissy,,,
18-45male1-3RLQweekNovomdiarrheaNobloodNoblood_vomfeverrisks,18-45male1-3lateral4_7NovomNodiarfeverrisks,18-45malefrontal3-6weekvomNodiarNofeverrisksdissy,,,
18-45male1-3RLQweekNovomdiarrheaNobloodNoblood_vomfeverNorisks,18-45male1-3lateral4_7NovomNodiarfeverNorisks,18-45malefrontal3-6weekvomNodiarNofeverrisksNoDissy,,,
18-45male1-3RLQweekNovomdiarrheaNobloodNoblood_vomNofeverrisks,18-45male1-3lateral4_7NovomNodiarNofeverrisks,18-45malefrontal3-6weekvomNodiarNofeverNorisksdissy,,,
18-45male1-3RLQweekNovomdiarrheaNobloodNoblood_vomNofeverNorisks,18-45male1-3lateral4_7NovomNodiarNofeverNorisks,18-45malefrontal3-6weekvomNodiarNofeverNorisksNoDissy,,,
18-45male1-3RLQweekNovomNodiarblood_stoolblood_vomfeverrisks,18-45male1-3lateralweekvomdiarrheafeverrisks,18-45malefrontal3-6weekNovomdiarrheafeverrisksdissy,,,
18-45male1-3RLQweekNovomNodiarblood_stoolblood_vomfeverNorisks,18-45male1-3lateralweekvomdiarrheafeverNorisks,18-45malefrontal3-6weekNovomdiarrheafeverrisksNoDissy,,,
18-45male1-3RLQweekNovomNodiarblood_stoolblood_vomNofeverrisks,18-45male1-3lateralweekvomdiarrheaNofeverrisks,18-45malefrontal3-6weekNovomdiarrheafeverNorisksdissy,,,
18-45male1-3RLQweekNovomNodiarblood_stoolblood_vomNofeverNorisks,18-45male1-3lateralweekvomdiarrheaNofeverNorisks,18-45malefrontal3-6weekNovomdiarrheafeverNorisksNoDissy,,,
18-45male1-3RLQweekNovomNodiarblood_stoolNoblood_vomfeverrisks,18-45male1-3lateralweekvomNodiarfeverrisks,18-45malefrontal3-6weekNovomdiarrheaNofeverrisksdissy,,,
18-45male1-3RLQweekNovomNodiarblood_stoolNoblood_vomfeverNorisks,18-45male1-3lateralweekvomNodiarfeverNorisks,18-45malefrontal3-6weekNovomdiarrheaNofeverrisksNoDissy,,,
18-45male1-3RLQweekNovomNodiarblood_stoolNoblood_vomNofeverrisks,18-45male1-3lateralweekvomNodiarNofeverrisks,18-45malefrontal3-6weekNovomdiarrheaNofeverNorisksdissy,,,
18-45male1-3RLQweekNovomNodiarblood_stoolNoblood_vomNofeverNorisks,18-45male1-3lateralweekvomNodiarNofeverNorisks,18-45malefrontal3-6weekNovomdiarrheaNofeverNorisksNoDissy,,,
18-45male1-3RLQweekNovomNodiarNobloodblood_vomfeverrisks,18-45male1-3lateralweekNovomdiarrheafeverrisks,18-45malefrontal3-6weekNovomNodiarfeverrisksdissy,,,
18-45male1-3RLQweekNovomNodiarNobloodblood_vomfeverNorisks,18-45male1-3lateralweekNovomdiarrheafeverNorisks,18-45malefrontal3-6weekNovomNodiarfeverrisksNoDissy,,,
18-45male1-3RLQweekNovomNodiarNobloodblood_vomNofeverrisks,18-45male1-3lateralweekNovomdiarrheaNofeverrisks,18-45malefrontal3-6weekNovomNodiarfeverNorisksdissy,,,
18-45male1-3RLQweekNovomNodiarNobloodblood_vomNofeverNorisks,18-45male1-3lateralweekNovomdiarrheaNofeverNorisks,18-45malefrontal3-6weekNovomNodiarfeverNorisksNoDissy,,,
18-45male1-3RLQweekNovomNodiarNobloodNoblood_vomfeverrisks,18-45male1-3lateralweekNovomNodiarfeverrisks,18-45malefrontal3-6weekNovomNodiarNofeverrisksdissy,,,
18-45male1-3RLQweekNovomNodiarNobloodNoblood_vomfeverNorisks,18-45male1-3lateralweekNovomNodiarfeverNorisks,18-45malefrontal3-6weekNovomNodiarNofeverrisksNoDissy,,,
18-45male1-3RLQweekNovomNodiarNobloodNoblood_vomNofeverrisks,18-45male1-3lateralweekNovomNodiarNofeverrisks,18-45malefrontal3-6weekNovomNodiarNofeverNorisksdissy,,,
18-45male1-3RLQweekNovomNodiarNobloodNoblood_vomNofeverNorisks,18-45male1-3lateralweekNovomNodiarNofeverNorisks,18-45malefrontal3-6weekNovomNodiarNofeverNorisksNoDissy,,,
18-45male1-3RUQ1_3vomdiarrheablood_stoolblood_vomfeverrisks,18-45male4-7anterior1_3vomdiarrheafeverrisks,18-45malefrontal6-81_3vomdiarrheafeverrisksdissy,,,
18-45male1-3RUQ1_3vomdiarrheablood_stoolblood_vomfeverNorisks,18-45male4-7anterior1_3vomdiarrheafeverNorisks,18-45malefrontal6-81_3vomdiarrheafeverrisksNoDissy,,,
18-45male1-3RUQ1_3vomdiarrheablood_stoolblood_vomNofeverrisks,18-45male4-7anterior1_3vomdiarrheaNofeverrisks,18-45malefrontal6-81_3vomdiarrheafeverNorisksdissy,,,
18-45male1-3RUQ1_3vomdiarrheablood_stoolblood_vomNofeverNorisks,18-45male4-7anterior1_3vomdiarrheaNofeverNorisks,18-45malefrontal6-81_3vomdiarrheafeverNorisksNoDissy,,,
18-45male1-3RUQ1_3vomdiarrheablood_stoolNoblood_vomfeverrisks,18-45male4-7anterior1_3vomNodiarfeverrisks,18-45malefrontal6-81_3vomdiarrheaNofeverrisksdissy,,,
18-45male1-3RUQ1_3vomdiarrheablood_stoolNoblood_vomfeverNorisks,18-45male4-7anterior1_3vomNodiarfeverNorisks,18-45malefrontal6-81_3vomdiarrheaNofeverrisksNoDissy,,,
18-45male1-3RUQ1_3vomdiarrheablood_stoolNoblood_vomNofeverrisks,18-45male4-7anterior1_3vomNodiarNofeverrisks,18-45malefrontal6-81_3vomdiarrheaNofeverNorisksdissy,,,
18-45male1-3RUQ1_3vomdiarrheablood_stoolNoblood_vomNofeverNorisks,18-45male4-7anterior1_3vomNodiarNofeverNorisks,18-45malefrontal6-81_3vomdiarrheaNofeverNorisksNoDissy,,,
18-45male1-3RUQ1_3vomdiarrheaNobloodblood_vomfeverrisks,18-45male4-7anterior1_3Novomdiarrheafeverrisks,18-45malefrontal6-81_3vomNodiarfeverrisksdissy,,,
18-45male1-3RUQ1_3vomdiarrheaNobloodblood_vomfeverNorisks,18-45male4-7anterior1_3NovomdiarrheafeverNorisks,18-45malefrontal6-81_3vomNodiarfeverrisksNoDissy,,,
18-45male1-3RUQ1_3vomdiarrheaNobloodblood_vomNofeverrisks,18-45male4-7anterior1_3NovomdiarrheaNofeverrisks,18-45malefrontal6-81_3vomNodiarfeverNorisksdissy,,,
18-45male1-3RUQ1_3vomdiarrheaNobloodblood_vomNofeverNorisks,18-45male4-7anterior1_3NovomdiarrheaNofeverNorisks,18-45malefrontal6-81_3vomNodiarfeverNorisksNoDissy,,,
18-45male1-3RUQ1_3vomdiarrheaNobloodNoblood_vomfeverrisks,18-45male4-7anterior1_3NovomNodiarfeverrisks,18-45malefrontal6-81_3vomNodiarNofeverrisksdissy,,,
18-45male1-3RUQ1_3vomdiarrheaNobloodNoblood_vomfeverNorisks,18-45male4-7anterior1_3NovomNodiarfeverNorisks,18-45malefrontal6-81_3vomNodiarNofeverrisksNoDissy,,,
18-45male1-3RUQ1_3vomdiarrheaNobloodNoblood_vomNofeverrisks,18-45male4-7anterior1_3NovomNodiarNofeverrisks,18-45malefrontal6-81_3vomNodiarNofeverNorisksdissy,,,
18-45male1-3RUQ1_3vomdiarrheaNobloodNoblood_vomNofeverNorisks,18-45male4-7anterior1_3NovomNodiarNofeverNorisks,18-45malefrontal6-81_3vomNodiarNofeverNorisksNoDissy,,,
18-45male1-3RUQ1_3vomNodiarblood_stoolblood_vomfeverrisks,18-45male4-7anterior4_7vomdiarrheafeverrisks,18-45malefrontal6-81_3Novomdiarrheafeverrisksdissy,,,
18-45male1-3RUQ1_3vomNodiarblood_stoolblood_vomfeverNorisks,18-45male4-7anterior4_7vomdiarrheafeverNorisks,18-45malefrontal6-81_3NovomdiarrheafeverrisksNoDissy,,,
18-45male1-3RUQ1_3vomNodiarblood_stoolblood_vomNofeverrisks,18-45male4-7anterior4_7vomdiarrheaNofeverrisks,18-45malefrontal6-81_3NovomdiarrheafeverNorisksdissy,,,
18-45male1-3RUQ1_3vomNodiarblood_stoolblood_vomNofeverNorisks,18-45male4-7anterior4_7vomdiarrheaNofeverNorisks,18-45malefrontal6-81_3NovomdiarrheafeverNorisksNoDissy,,,
18-45male1-3RUQ1_3vomNodiarblood_stoolNoblood_vomfeverrisks,18-45male4-7anterior4_7vomNodiarfeverrisks,18-45malefrontal6-81_3NovomdiarrheaNofeverrisksdissy,,,
18-45male1-3RUQ1_3vomNodiarblood_stoolNoblood_vomfeverNorisks,18-45male4-7anterior4_7vomNodiarfeverNorisks,18-45malefrontal6-81_3NovomdiarrheaNofeverrisksNoDissy,,,
18-45male1-3RUQ1_3vomNodiarblood_stoolNoblood_vomNofeverrisks,18-45male4-7anterior4_7vomNodiarNofeverrisks,18-45malefrontal6-81_3NovomdiarrheaNofeverNorisksdissy,,,
18-45male1-3RUQ1_3vomNodiarblood_stoolNoblood_vomNofeverNorisks,18-45male4-7anterior4_7vomNodiarNofeverNorisks,18-45malefrontal6-81_3NovomdiarrheaNofeverNorisksNoDissy,,,
18-45male1-3RUQ1_3vomNodiarNobloodblood_vomfeverrisks,18-45male4-7anterior4_7Novomdiarrheafeverrisks,18-45malefrontal6-81_3NovomNodiarfeverrisksdissy,,,
18-45male1-3RUQ1_3vomNodiarNobloodblood_vomfeverNorisks,18-45male4-7anterior4_7NovomdiarrheafeverNorisks,18-45malefrontal6-81_3NovomNodiarfeverrisksNoDissy,,,
18-45male1-3RUQ1_3vomNodiarNobloodblood_vomNofeverrisks,18-45male4-7anterior4_7NovomdiarrheaNofeverrisks,18-45malefrontal6-81_3NovomNodiarfeverNorisksdissy,,,
18-45male1-3RUQ1_3vomNodiarNobloodblood_vomNofeverNorisks,18-45male4-7anterior4_7NovomdiarrheaNofeverNorisks,18-45malefrontal6-81_3NovomNodiarfeverNorisksNoDissy,,,
18-45male1-3RUQ1_3vomNodiarNobloodNoblood_vomfeverrisks,18-45male4-7anterior4_7NovomNodiarfeverrisks,18-45malefrontal6-81_3NovomNodiarNofeverrisksdissy,,,
18-45male1-3RUQ1_3vomNodiarNobloodNoblood_vomfeverNorisks,18-45male4-7anterior4_7NovomNodiarfeverNorisks,18-45malefrontal6-81_3NovomNodiarNofeverrisksNoDissy,,,
18-45male1-3RUQ1_3vomNodiarNobloodNoblood_vomNofeverrisks,18-45male4-7anterior4_7NovomNodiarNofeverrisks,18-45malefrontal6-81_3NovomNodiarNofeverNorisksdissy,,,
18-45male1-3RUQ1_3vomNodiarNobloodNoblood_vomNofeverNorisks,18-45male4-7anterior4_7NovomNodiarNofeverNorisks,18-45malefrontal6-81_3NovomNodiarNofeverNorisksNoDissy,,,
18-45male1-3RUQ1_3Novomdiarrheablood_stoolblood_vomfeverrisks,18-45male4-7anteriorweekvomdiarrheafeverrisks,18-45malefrontal6-84_7vomdiarrheafeverrisksdissy,,,
18-45male1-3RUQ1_3Novomdiarrheablood_stoolblood_vomfeverNorisks,18-45male4-7anteriorweekvomdiarrheafeverNorisks,18-45malefrontal6-84_7vomdiarrheafeverrisksNoDissy,,,
18-45male1-3RUQ1_3Novomdiarrheablood_stoolblood_vomNofeverrisks,18-45male4-7anteriorweekvomdiarrheaNofeverrisks,18-45malefrontal6-84_7vomdiarrheafeverNorisksdissy,,,
18-45male1-3RUQ1_3Novomdiarrheablood_stoolblood_vomNofeverNorisks,18-45male4-7anteriorweekvomdiarrheaNofeverNorisks,18-45malefrontal6-84_7vomdiarrheafeverNorisksNoDissy,,,
18-45male1-3RUQ1_3Novomdiarrheablood_stoolNoblood_vomfeverrisks,18-45male4-7anteriorweekvomNodiarfeverrisks,18-45malefrontal6-84_7vomdiarrheaNofeverrisksdissy,,,
18-45male1-3RUQ1_3Novomdiarrheablood_stoolNoblood_vomfeverNorisks,18-45male4-7anteriorweekvomNodiarfeverNorisks,18-45malefrontal6-84_7vomdiarrheaNofeverrisksNoDissy,,,
18-45male1-3RUQ1_3Novomdiarrheablood_stoolNoblood_vomNofeverrisks,18-45male4-7anteriorweekvomNodiarNofeverrisks,18-45malefrontal6-84_7vomdiarrheaNofeverNorisksdissy,,,
18-45male1-3RUQ1_3Novomdiarrheablood_stoolNoblood_vomNofeverNorisks,18-45male4-7anteriorweekvomNodiarNofeverNorisks,18-45malefrontal6-84_7vomdiarrheaNofeverNorisksNoDissy,,,
18-45male1-3RUQ1_3NovomdiarrheaNobloodblood_vomfeverrisks,18-45male4-7anteriorweekNovomdiarrheafeverrisks,18-45malefrontal6-84_7vomNodiarfeverrisksdissy,,,
18-45male1-3RUQ1_3NovomdiarrheaNobloodblood_vomfeverNorisks,18-45male4-7anteriorweekNovomdiarrheafeverNorisks,18-45malefrontal6-84_7vomNodiarfeverrisksNoDissy,,,
18-45male1-3RUQ1_3NovomdiarrheaNobloodblood_vomNofeverrisks,18-45male4-7anteriorweekNovomdiarrheaNofeverrisks,18-45malefrontal6-84_7vomNodiarfeverNorisksdissy,,,
18-45male1-3RUQ1_3NovomdiarrheaNobloodblood_vomNofeverNorisks,18-45male4-7anteriorweekNovomdiarrheaNofeverNorisks,18-45malefrontal6-84_7vomNodiarfeverNorisksNoDissy,,,
18-45male1-3RUQ1_3NovomdiarrheaNobloodNoblood_vomfeverrisks,18-45male4-7anteriorweekNovomNodiarfeverrisks,18-45malefrontal6-84_7vomNodiarNofeverrisksdissy,,,
18-45male1-3RUQ1_3NovomdiarrheaNobloodNoblood_vomfeverNorisks,18-45male4-7anteriorweekNovomNodiarfeverNorisks,18-45malefrontal6-84_7vomNodiarNofeverrisksNoDissy,,,
18-45male1-3RUQ1_3NovomdiarrheaNobloodNoblood_vomNofeverrisks,18-45male4-7anteriorweekNovomNodiarNofeverrisks,18-45malefrontal6-84_7vomNodiarNofeverNorisksdissy,,,
18-45male1-3RUQ1_3NovomdiarrheaNobloodNoblood_vomNofeverNorisks,18-45male4-7anteriorweekNovomNodiarNofeverNorisks,18-45malefrontal6-84_7vomNodiarNofeverNorisksNoDissy,,,
18-45male1-3RUQ1_3NovomNodiarblood_stoolblood_vomfeverrisks,18-45male4-7posterior1_3vomdiarrheafeverrisks,18-45malefrontal6-84_7Novomdiarrheafeverrisksdissy,,,
18-45male1-3RUQ1_3NovomNodiarblood_stoolblood_vomfeverNorisks,18-45male4-7posterior1_3vomdiarrheafeverNorisks,18-45malefrontal6-84_7NovomdiarrheafeverrisksNoDissy,,,
18-45male1-3RUQ1_3NovomNodiarblood_stoolblood_vomNofeverrisks,18-45male4-7posterior1_3vomdiarrheaNofeverrisks,18-45malefrontal6-84_7NovomdiarrheafeverNorisksdissy,,,
18-45male1-3RUQ1_3NovomNodiarblood_stoolblood_vomNofeverNorisks,18-45male4-7posterior1_3vomdiarrheaNofeverNorisks,18-45malefrontal6-84_7NovomdiarrheafeverNorisksNoDissy,,,
18-45male1-3RUQ1_3NovomNodiarblood_stoolNoblood_vomfeverrisks,18-45male4-7posterior1_3vomNodiarfeverrisks,18-45malefrontal6-84_7NovomdiarrheaNofeverrisksdissy,,,
18-45male1-3RUQ1_3NovomNodiarblood_stoolNoblood_vomfeverNorisks,18-45male4-7posterior1_3vomNodiarfeverNorisks,18-45malefrontal6-84_7NovomdiarrheaNofeverrisksNoDissy,,,
18-45male1-3RUQ1_3NovomNodiarblood_stoolNoblood_vomNofeverrisks,18-45male4-7posterior1_3vomNodiarNofeverrisks,18-45malefrontal6-84_7NovomdiarrheaNofeverNorisksdissy,,,
18-45male1-3RUQ1_3NovomNodiarblood_stoolNoblood_vomNofeverNorisks,18-45male4-7posterior1_3vomNodiarNofeverNorisks,18-45malefrontal6-84_7NovomdiarrheaNofeverNorisksNoDissy,,,
18-45male1-3RUQ1_3NovomNodiarNobloodblood_vomfeverrisks,18-45male4-7posterior1_3Novomdiarrheafeverrisks,18-45malefrontal6-84_7NovomNodiarfeverrisksdissy,,,
18-45male1-3RUQ1_3NovomNodiarNobloodblood_vomfeverNorisks,18-45male4-7posterior1_3NovomdiarrheafeverNorisks,18-45malefrontal6-84_7NovomNodiarfeverrisksNoDissy,,,
18-45male1-3RUQ1_3NovomNodiarNobloodblood_vomNofeverrisks,18-45male4-7posterior1_3NovomdiarrheaNofeverrisks,18-45malefrontal6-84_7NovomNodiarfeverNorisksdissy,,,
18-45male1-3RUQ1_3NovomNodiarNobloodblood_vomNofeverNorisks,18-45male4-7posterior1_3NovomdiarrheaNofeverNorisks,18-45malefrontal6-84_7NovomNodiarfeverNorisksNoDissy,,,
18-45male1-3RUQ1_3NovomNodiarNobloodNoblood_vomfeverrisks,18-45male4-7posterior1_3NovomNodiarfeverrisks,18-45malefrontal6-84_7NovomNodiarNofeverrisksdissy,,,
18-45male1-3RUQ1_3NovomNodiarNobloodNoblood_vomfeverNorisks,18-45male4-7posterior1_3NovomNodiarfeverNorisks,18-45malefrontal6-84_7NovomNodiarNofeverrisksNoDissy,,,
18-45male1-3RUQ1_3NovomNodiarNobloodNoblood_vomNofeverrisks,18-45male4-7posterior1_3NovomNodiarNofeverrisks,18-45malefrontal6-84_7NovomNodiarNofeverNorisksdissy,,,
18-45male1-3RUQ1_3NovomNodiarNobloodNoblood_vomNofeverNorisks,18-45male4-7posterior1_3NovomNodiarNofeverNorisks,18-45malefrontal6-84_7NovomNodiarNofeverNorisksNoDissy,,,
18-45male1-3RUQ4_7vomdiarrheablood_stoolblood_vomfeverrisks,18-45male4-7posterior4_7vomdiarrheafeverrisks,18-45malefrontal6-8weekvomdiarrheafeverrisksdissy,,,
18-45male1-3RUQ4_7vomdiarrheablood_stoolblood_vomfeverNorisks,18-45male4-7posterior4_7vomdiarrheafeverNorisks,18-45malefrontal6-8weekvomdiarrheafeverrisksNoDissy,,,
18-45male1-3RUQ4_7vomdiarrheablood_stoolblood_vomNofeverrisks,18-45male4-7posterior4_7vomdiarrheaNofeverrisks,18-45malefrontal6-8weekvomdiarrheafeverNorisksdissy,,,
18-45male1-3RUQ4_7vomdiarrheablood_stoolblood_vomNofeverNorisks,18-45male4-7posterior4_7vomdiarrheaNofeverNorisks,18-45malefrontal6-8weekvomdiarrheafeverNorisksNoDissy,,,
18-45male1-3RUQ4_7vomdiarrheablood_stoolNoblood_vomfeverrisks,18-45male4-7posterior4_7vomNodiarfeverrisks,18-45malefrontal6-8weekvomdiarrheaNofeverrisksdissy,,,
18-45male1-3RUQ4_7vomdiarrheablood_stoolNoblood_vomfeverNorisks,18-45male4-7posterior4_7vomNodiarfeverNorisks,18-45malefrontal6-8weekvomdiarrheaNofeverrisksNoDissy,,,
18-45male1-3RUQ4_7vomdiarrheablood_stoolNoblood_vomNofeverrisks,18-45male4-7posterior4_7vomNodiarNofeverrisks,18-45malefrontal6-8weekvomdiarrheaNofeverNorisksdissy,,,
18-45male1-3RUQ4_7vomdiarrheablood_stoolNoblood_vomNofeverNorisks,18-45male4-7posterior4_7vomNodiarNofeverNorisks,18-45malefrontal6-8weekvomdiarrheaNofeverNorisksNoDissy,,,
18-45male1-3RUQ4_7vomdiarrheaNobloodblood_vomfeverrisks,18-45male4-7posterior4_7Novomdiarrheafeverrisks,18-45malefrontal6-8weekvomNodiarfeverrisksdissy,,,
18-45male1-3RUQ4_7vomdiarrheaNobloodblood_vomfeverNorisks,18-45male4-7posterior4_7NovomdiarrheafeverNorisks,18-45malefrontal6-8weekvomNodiarfeverrisksNoDissy,,,
18-45male1-3RUQ4_7vomdiarrheaNobloodblood_vomNofeverrisks,18-45male4-7posterior4_7NovomdiarrheaNofeverrisks,18-45malefrontal6-8weekvomNodiarfeverNorisksdissy,,,
18-45male1-3RUQ4_7vomdiarrheaNobloodblood_vomNofeverNorisks,18-45male4-7posterior4_7NovomdiarrheaNofeverNorisks,18-45malefrontal6-8weekvomNodiarfeverNorisksNoDissy,,,
18-45male1-3RUQ4_7vomdiarrheaNobloodNoblood_vomfeverrisks,18-45male4-7posterior4_7NovomNodiarfeverrisks,18-45malefrontal6-8weekvomNodiarNofeverrisksdissy,,,
18-45male1-3RUQ4_7vomdiarrheaNobloodNoblood_vomfeverNorisks,18-45male4-7posterior4_7NovomNodiarfeverNorisks,18-45malefrontal6-8weekvomNodiarNofeverrisksNoDissy,,,
18-45male1-3RUQ4_7vomdiarrheaNobloodNoblood_vomNofeverrisks,18-45male4-7posterior4_7NovomNodiarNofeverrisks,18-45malefrontal6-8weekvomNodiarNofeverNorisksdissy,,,
